id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Column11,Column12
34163,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Gini and Jony Girls White Top,,
50334,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Aurelia Women Red Kurta,,
14738,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Formal,Arrow Men Check Grey Shirts,,
37185,Women,Apparel,Topwear,Tops,Lime Green,Summer,2012,Casual,United Colors of Benetton Women Lime Green Top,,
9553,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Nike Men As Ad Badge Black T-Shirts,,
6909,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Tantra Women's Page 03 Grey T-shirt,,
29027,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,ADIDAS Men Chicago Bulls Red T-shirt,,
34193,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Proline Men Striped Navy Blue Polo T-Shirt,,
2349,Men,Apparel,Topwear,Tshirts,Red,Fall,2010,Casual,Reebok Men Truth or Dare Red T-shirt,,
25406,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Sports,Nike Men White T-shirt,,
19202,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Men Striped White Shirt,,
26471,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Puma Men Classic Graphic  Navy Blue T-shirt,,
19427,Men,Apparel,Topwear,Shirts,Beige,Summer,2012,Casual,Quiksilver Men Beige Shirt,,
9833,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Little Miss Women Printed Olive Green T-shirt,,
16501,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Locomotive Men Printed Brown TShirt,,
21172,Women,Apparel,Topwear,Tunics,Blue,Fall,2011,Casual,s.Oliver Women Powder Blue Tunic,,
34225,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013,Casual,Proline Men Cream-Coloured T-shirt,,
32647,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports,Nike Kids Boys Contemporary Athlete Blue T-shirt,,
9826,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Little Miss Women Printed Green T-shirt,,
45752,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Folklore Women Green Kurta,,
23225,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Aneri Women Tibett Pink Kurta,,
10805,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Men Rider Solid Black Shirts,,
15046,Boys,Apparel,Topwear,Sweatshirts,Red,Fall,2011,Casual,ADIDAS Kids Boys Solid Red Sweatshirts,,
37141,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Wills Lifestyle Men Stripes Grey Shirt,,
38345,Boys,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Superman Boys Off White & Navy Blue T-shirt,,
11073,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Scullers Men Stripes Black Sweaters,,
14951,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Status Quo Men Stripes Maroon Tshirts,,
34441,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Myntra Women Peace Love Chocolate Yellow T-shirt,,
24873,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,United Colors of Benetton Kids Boys White Striped T-shirt,,
19818,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,U.S. Polo Assn. Men Solid Green Sweatshirt,,
10862,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Wrangler Men Dirt Riders Yellow T-Shirts,,
9333,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Puma Women Edition White Tops,,
2241,Men,Apparel,Topwear,Tshirts,Green,Fall,2010,Sports,ADIDAS Men Green T-shirt,,
53211,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Mark Taylor Men Blue Shirt,,
31088,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,John Miller Men Check Purple Shirt,,
3411,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Women's Work Hard/ Smart T-shirt,,
4318,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Tantra Kid's Men Kya Boss Orange Kidswear,,
9140,Women,Apparel,Topwear,Tunics,Magenta,Fall,2011,Casual,Scullers For Her Women Viscose Tunics Magenta Tunics,,
15041,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,ADIDAS Men Printed Grey Sweatshirts,,
24094,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Manchester United Men Red Striped T-shirt,,
24335,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,ADIDAS Men Grey T-shirt,,
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,John Players Men Stripes White T-Shirt,,
7692,Women,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Urban Yoga Women's Ganesha Red T-shirt,,
45561,Women,Apparel,Topwear,Tops,Pink,Winter,2012,Casual,Fila Women Pink Printed Top,,
11790,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Vishudh Women Green Printed Kurta,,
17261,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Limoges Polo Tshirt,,
59833,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,United Colors of Benetton Men Green Shirt,,
33066,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,U.S. Polo Assn. Denim Co. Men Red Check Shirt,,
26727,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Tech Black T-shirt,,
2486,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,Puma Women Island Green Top,,
9763,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Sports,Puma Men Cover magic Purple Tshirts,,
11541,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011,Ethnic,W Women Printed Blue Kurtas,,
7479,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Proline Men Black V-Neck T-shirt,,
12318,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Formal,Genesis Men Stripes Red Shirts,,
26101,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal,John Miller Men Striped White Shirt,,
17283,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Brown Polo Tshirt,,
10991,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Inkfruit Men Havy Metal Brown Tshirts,,
3785,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Basics Men Black & Green Striped Polo T-shirt,,
5177,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Jimi Hendrix Men's Photo Black T-shirt,,
34197,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Proline Purple & Green Striped Polo T-shirt,,
3291,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Guerrilla Men's Warrior Brown T-shirt,,
11424,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Blue Shirts,,
19553,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men Solid White TShirt,,
31620,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal,Indigo Nation Men Grey Shirt,,
8375,Girls,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Doodle Girl's Dont Worry Hippie Blue Teen Kidswear,,
10471,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Flying Machine Men Chrysanthemum Red Tshirts,,
44804,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Spykar Women Black Top,,
4893,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Levis Kids Girl's Diaz Green Polo Tshirt,,
17899,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,Nike Men Casual Black Jacket,,
32424,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,ADIDAS Men Black T-shirt,,
11031,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,Jealous 21 Women Check Blue Tops,,
30949,Women,Apparel,Topwear,Tops,Purple,Summer,2012,Ethnic,Fabindia Women Purple Cambric Top,,
3528,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Women's I'm Smiling Because Black T-shirt,,
40652,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Span Women Mustard Kurta,,
11034,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,Jealous 21 Women Check Red Tops,,
7455,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Proline Men Pink Polo T-shirt,,
40151,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys United White T-shirt,,
6880,Women,Apparel,Topwear,Jackets,Black,Summer,2011,Casual,Forever New Women Long Black Jacket,,
17714,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Reid & Taylor Men Check Red Shirt,,
43671,Women,Apparel,Topwear,Waistcoat,Pink,Summer,2012,Casual,ONLY Women Pink Waistcoat,,
22752,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,BIBA Women Printed Blue Kurta,,
24840,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Check Blue Shirt,,
13864,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,,
4865,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Sports,ADIDAS Men White Liverpool Jersey,,
15371,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,Urban Yoga Women Solid Purple Sweatshirts,,
23979,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Peter England Men Blue Striped Shirt,,
29786,Men,Apparel,Topwear,Tshirts,Green,Summer,2013,Casual,Basics Men Green Polo T-shirt,,
2320,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's Quoted Black T-shirt,,
15184,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,Arrow Sport Men Solid Grey Sweaters,,
42566,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Mother Earth Women Beige Top,,
19842,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,U.S. Polo Assn. Men Striped Red Shirt,,
38808,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Music Men Blue Printed T-shirt,,
26371,Women,Apparel,Topwear,Shrug,Pink,Summer,2012,Casual,Arrow Woman Check Pink Shirt,,
10324,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Puma Women Heather USP Black Tshirts,,
3282,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Guerrilla Men's Army Of God Purple T-shirt,,
4747,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,ADIDAS Men's Green Polo T-shirt,,
21369,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Manchester United Men White T-Shirt,,
4036,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's I Have Multiple Personalities Black T-shirt,,
6230,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Basic Round Light Pink T-shirt,,
37946,Women,Apparel,Topwear,Tunics,Mustard,Summer,2012,Casual,Mineral Women Mustard Tunic,,
22389,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Mark Taylor Men White & Blue Striped Shirt,,
5496,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Mr.Men Men's Cool Guy Lemon T-shirt,,
34368,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Black Do Bananas T-shirt,,
28647,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Sports,Nike Women Slim Crew Blue T-shirt,,
59930,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Diva Women Multi Coloured Kurta,,
10878,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Wrangler Men Red Polo Tshirts,,
11786,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic,Vishudh Women Pigment Print Blue Kurtas,,
16284,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Peter England Men Printed Red TShirt,,
16990,Women,Apparel,Topwear,Sweaters,Red,Summer,2011,Casual,United Colors of Benetton Women Solid Red Sweater,,
36721,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Gini and Jony Boys Printed Dark Navy T-Shirt,,
34429,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Women Explorer Blue T-shirt,,
13827,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,Indigo Nation Men Solid Black Sweaters,,
43921,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual,Femella Women Peach Top,,
14633,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,United Colors of Benetton Women Printed Green Tops,,
38981,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Arrow Men Blue Striped Shirt,,
21596,Men,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,United Colors of Benetton Men Stripes Grey Shirts,,
58661,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,ALayna Women Green Kurta,,
13496,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Chimp Men Teja Main Hoon Blue Tshirts,,
27554,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,Scullers Men Purple Shirt,,
14918,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Mr. Men Men Mr.Tickel Green Tshirts,,
14065,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Men Stripes White Polo Tshirts,,
13096,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,ADIDAS Men NBA BoldBlue T-shirts,,
1757,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Lotto Men Polo Slate Black Rugby T-shirt,,
3262,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Guerrilla Men's Need Money White T-shirt,,
27350,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Tantra Women Hippy Purple T-shirt,,
58723,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Puma Men Navy Blue T-shirt,,
22640,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Nike Men Printed Navy Blue T-shirt,,
51409,Men,Apparel,Topwear,Shirts,Turquoise Blue,Summer,2012,Casual,Myntra Men Turquoise Blue Striped Shirt,,
10611,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Flying Machine Men FS Green Shirts,,
34339,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Myntra Men Extreme Purple T-shirt,,
4899,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Levis Kids Girl's Desiree Green Kidswear,,
6109,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Puma Men's The Game White Tshirt,,
28765,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women Printed White Kurta,,
8584,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Scul Purple Shirts,,
59888,Women,Apparel,Topwear,Tops,Nude,Fall,2012,Casual,Femella Women Beige Tube Top,,
28735,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,W Women Printed Brown Kurta,,
4891,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt,,
11085,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men Check Green Shirts,,
26924,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,,
20182,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Men Colorado Red Shirt,,
30859,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Fabindia Women Pink Kurta,,
18240,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Manchester United Men Solid Red Tshirt,,
21117,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,s.Oliver Men Solid White Shirt,,
39770,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Peter England Men Multi Coloured Casual Shirt,,
30345,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012,Casual,Myntra Men Off White T-shirt,,
53119,Women,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,Myntra Women Orange T-shirt,,
20251,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Wrangler Men Heavy Grey Tshirt,,
28566,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Who Else Black T-shirt,,
27441,Women,Apparel,Topwear,Tops,White,Fall,2015,Casual,Jockey Women White Racerback Tank Top,,
7764,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Inkfruit Men's Night Rider Black Yellow Orange T-shirt,,
24498,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Mother Earth Women Brown Printed Kurta,,
22200,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Timberland Men Grey Printed T-Shirt,,
31148,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Printed White T-shirt,,
14787,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011,Formal,Arrow Men Stripes Maroon Slim Fit Shirt,,
33978,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012,Casual,Femella Women Black Stockings,,
29405,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012,Formal,Genesis Men Charcoal Trousers,,
9160,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011,Casual,Locomotive Men Cal Grey Jeans,,
7878,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Sports,Proline Men Grey Comfort Fit Sports Shorts,,
7497,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2011,Sports,"Nike Women's EM Tempo 3.5"" Purple Short",,
52528,Women,Apparel,Bottomwear,Jeans,Grey,Summer,2012,Casual,Pepe Jeans Women Black Jeans,,
27010,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012,Casual,Jealous 21 Women Washed Light Blue Capris,,
41163,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012,Casual,Allen Solly Woman Khaki Trousers,,
33720,Women,Apparel,Bottomwear,Leggings,Green,Fall,2012,Casual,Pieces Women Green Leggings,,
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Peter England Men Party Black Jeans,,
22370,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011,Casual,Highlander Men Solid Olive Trouser,,
13242,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011,Casual,Palm Tree Kids Boys Solid Beige Shorts,,
39133,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012,Casual,Aneri Women Blue Leggings,,
44921,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Puma Men Blue Shorts,,
32644,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Sports,Nike Men Knit Black Track Pants,,
57083,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Casual,Elle Women Blue Skirt,,
15467,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,Puma Men Logo Bermuda Black Shorts,,
38939,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Boys Blue Shorts,,
29779,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2013,Casual,Basics Men Khaki Trousers,,
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013,Casual,Proline Men Charcoal Grey Track Pants,,
28822,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
7896,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Proline Men Blue Shorts,,
10351,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011,Casual,United Colors of Benetton Women Check Skirt Grey Skirts,,
5586,Girls,Apparel,Bottomwear,Skirts,Brown,Summer,2011,Casual,Ant Kids Girl's Tiger Print Kidswear,,
39124,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2012,Casual,Aneri Women Beige Leggings,,
32406,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual,Arrow Woman Black Trousers,,
37894,Women,Apparel,Bottomwear,Tights,Black,Summer,2012,Casual,Happy Socks Women Black & Grey Tights,,
12751,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Ep Jeans Blue Jeans,,
26982,Women,Apparel,Bottomwear,Capris,Beige,Summer,2012,Casual,Jealous 21 Women Beige Capris,,
11129,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011,Sports,Urban Yoga Men Solid Blue Track Pants,,
34259,Men,Apparel,Bottomwear,Tracksuits,Grey,Summer,2012,Sports,Proline Men Grey Tracksuit,,
14696,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011,Casual,Basics Men Olive Trousers,,
44629,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Sports,Nike Men Black Running Track Pants,,
53748,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2012,Casual,ADIDAS Women Grey Track Pants,,
43246,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Men Blue Jeans,,
39330,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012,Casual,Gini & Jony Girls White Skirt,,
26818,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,Arrow Men Check Grey Trousers,,
27623,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012,Casual,Scullers Men Beige Shorts,,
39795,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,Peter England Men Black Formal Trousers,,
31221,Women,Apparel,Bottomwear,Capris,Black,Summer,2012,Casual,Puma Women Black Capris,,
14809,Women,Accessories,Bags,Handbags,Grey,Summer,2011,Casual,United Colors of Benetton Women Solid DK.Grey Handbags,,
38755,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Nike Women Black Handbag,,
54501,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag,,
2647,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Big Office Leather Brown Bag,,
34780,Women,Accessories,Bags,Handbags,White,Summer,2015,Casual,Be For Bag Women Pack of 3 Bag,,
25954,Women,Accessories,Scarves,Scarves,Black,Summer,2012,Casual,Femella Women Black Scarf,,
47671,Women,Accessories,Scarves,Scarves,White,Summer,2012,Casual,Femella Women White & Black Scarf,,
